# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"","text"
"9","#GetVaccinatedNow
https://t.co/UMpMOlJzwW"
"10","Happy Hanukkah! https://t.co/mcCyvHCvjB"
"11","#abbottproud https://t.co/DxKIEJ3qyK"
"12","2020 has not ended...is this a good idea?! https://t.co/iPP1BEiusH"
"13","https://t.co/KAx4HzzFhY"
"14","This why people should wear masks!!! https://t.co/qURnCTRpd8"
"15","Netflix ‘Pandemic’ Star Just Showed His Covid-19 Antibody Drug Works In Hamsters. How Quickly Could I... via @forbes https://t.co/X99p1hrKG4"
"16","Interesting..... https://t.co/uD232S75s6"
"17","#proudtobeabbott https://t.co/uRuuGslrfE"
"18","""Chewbacca actor Peter Mayhew dies aged 74""  https://t.co/Y8wDzRhUs5"
"19","https://t.co/Cf3FBlqa07"
"20","Seriously?! https://t.co/8eozG5vxig"
"21","Interesting.... https://t.co/9An4Jekc1P"
"22","VAD craziness...maybe its the full moon..."
"23","Time to move on! Time for a new place, feeling and energy! Excited to move on!!! :-)"
"24","Having issues getting out of my bed cocoon...it's all the warm blanket hugs..."
"25","Wkend to chill. Beach, Jack Daniels and friends! Woot Woot!"
"26","Trying to heal disappointment...."
"27","I am as bored as a monkey in a bonsai tree!"
"28","I have become a surgical junkie! Feeling weird not having a case today!"
"29","Can't wait for my next VAD case! Gotta love cardiac surgery!"
"30","Back in the VAD grind again....Sunday afternoon at JMH"
"31","Out of hibernation..."
"32","I wanna hibernate until next year....don't wanna deal with anything anymore...i am done!"
"33","Why do I always get the weird ass religious based medical cases....seriously??"
"34","Honey badger don't give a fuck!"
"1","If it wasn't for the awesome PPC community on here, as well as all of the Jeopardy content and candidates, I'd be o… https://t.co/dVIGqijZzn"
"2","@AmaliaEFowler DM me, my Parisian ass can help you plan it all"
"3","@AmaliaEFowler Go see the Liberty Bell"
"4","Lenny's Hideaway in Cohasset has killer vibes (and Mexican food)
What a great spot. Will be back. https://t.co/cBQbYyEi3V"
"5","@tzbauknight @KatSladen @AOC @marynlm Again with the mental gymnastics...
She was warned many times by the officer… https://t.co/XUKDndBD0x"
"6","I am excited to officially take on the role as CEO of Twitter. This has been in the works for months."
"7","@tzbauknight @KatSladen @AOC @marynlm You're so far gone dude
The mental gymnastics are wild 
Best of luck in life."
"8","@tzbauknight @KatSladen @AOC @marynlm https://t.co/EqprGzM5P8
You can see she was hoping over the barricade trying to get in"
"9","@tzbauknight @KatSladen @AOC @marynlm This is not a reputable source. They also omitted all of the actual, real foo… https://t.co/MwyQGC0IrZ"
"10","@tzbauknight @KatSladen @AOC @marynlm There's plenty of resources
There's footage of her trying to break into the… https://t.co/hb22Pvbby0"
"11","@tzbauknight @KatSladen @AOC @marynlm Dude get some help. You're living in a utopian fantasy."
"12","Trip to Los Angeles booked.
Can't.wait.for.a.break.
✈️🌴☀️"
"13","@julienbs15 😎"
"14","https://t.co/avWnMbhl0x"
"15","@fighto check your DMs"
"16",""" How To Get a 1Up On The Competition""via @marketingsoph &amp; @PaidSearchOrg 
 https://t.co/VF8nmjzO4c  #ppcchat"
"17","@aemccarthy Ramps are awesome.
Are they ""tell everyone you scored some/ate some"" awesome? Arguible but....
They h… https://t.co/jdx5wJVaqn"
"18","Deep learning pioneer Geoffrey Hinton has quit Google https://t.co/lyC9hW7yUN"
"19","Does anyone have a spare BlueSky invite by any chance? I'd love to get in and I'm sick of waiting 😬"
"20","@JetBlk https://t.co/0Ew09J1oWu"
"21","@CompleteHkyNews 😭"
"22","@JetBlk https://t.co/OV35hFrjqG"
"23","Gutted. What a waste of a stellar regular season. Atrocious."
"24","This team will be the death of me. #NHLBruins"
"25","@edsel_robbins @Chicago1Ray Get some help (and an education)"
"26","@beyondthepaid Anytime! Also check the PSA Slack, DM'd you a few weeks ago hehehe"
"27","@beyondthepaid Happy birthday! Hope all is well in spite of everything - don't hesitate to reach out should you need anything"
"28","@dess_ri @libsoftiktok This your boy?
https://t.co/urrymlEClb"
"29","@MarcHurBoston I'm a Ruk Mae loyalist so I'm actually annoyed"
"30","@MarcHurBoston new Thai spot opening up in the former Press It Juicery spot in Easton
3 Roche Brothers Way D, Nort… https://t.co/JgGpCSbKTf"
"31","@NGHodder @albertowz @SwarmApp Yup! Same here"
"32","3)
How is there not a vote of no-confidence to boot his ass for someone better?
It's fucking wild.
This is what… https://t.co/tJfkfUyXZq"
"33","2) He of course didn't listen to anyone.
So billions later, Meta is now gutted, advertisers are pissed, which mean… https://t.co/ws4j6byRXU"
"34","1) So let me get this straight:
Zuckerberg goes all out on the Metaverse for a few years, wasting billions and bil… https://t.co/Ef1kPP1UoY"
"35","@elonmusk @SpaceX https://t.co/32R3nVXKBE"
"36","Rage Against the Machine blasting during various data pulls is bliss"
"37","@MarcHurBoston I should x-post, I keep forgetting ha"
"38","@MarcHurBoston Dude it was so empty this evening at 6:30PM... I don't get it. It should be packed.
We need to spre… https://t.co/r7RyT5xjL3"
"39","Cubist Circle may be a very unique restaurant but the food is stellar 
Arguably the best in the South Shore area. https://t.co/yxiZjI7nZL"
"40","@lavern_spicer @NPR https://t.co/dgyvmlDj6A"
"41","@JWS2131 Your username fits, you really are disillusioned.
The guy is a piece of shit. It's not about race, it's n… https://t.co/d5ccGilikJ"
"42","@elonmusk @JamesClayton5 @BBC https://t.co/HQXo8j09wD"
"43","@AutioApp Where is the Android app? 🥺"
"44","@realmikespeer @MySportsUpdate Spoken like someone with a lot - way too much - privilege.
Not everyone is that for… https://t.co/VTnN4RfaN7"
"45","@mtaibbi /r/leopardatemyface"
"46","For anyone surprised by Clarence Thomas's behavior on the Supreme Court, this isn't even the tip of the iceberg.
I… https://t.co/u598nUNOih"
"47","@Travistritt All 19 of your fans will be thrilled you transphobic inbred dickhole"
"48","@LouisJMarinelli @elonmusk And what exactly has he done for the people?
Please go ahead, name a few things, I dare… https://t.co/ncpq2FiMS6"
"49","@beyondthepaid It's beyond pathetic. The entire city is pretty much on lockdown around the tower and DA's offices..… https://t.co/CyF4xl8f32"
"50","The amounts of resources being leveraged to get this piece of shit arraigned is nuts. I hate that he's getting spec… https://t.co/V5Pg20KQ68"
"51","@MarcHurBoston Almost went there yesterday! Good? Great?"
"52","@mikeryanretail Congrats Mike! Good luck with everything"
"53","I like my president not indicated (and twice impeached)"
"54","@beyondthepaid Oh dang"
"55","@beyondthepaid Ha I can't stand March Madness lol
Glad it's nothing more serious 🥴"
"56","@beyondthepaid Everything okay??"
"57","@sundarpichai @adsliaison https://t.co/UuQ4smIdTR"
"58","@solar_gurus What’s the catch?"
"59","@KyleSimulator @tomwarren 100% this
My fan kicks on into high gear whenever I launch or run Teams... it's a resource hog"
"60","Can someone please explain to me how someone like Mark Zuckerberg can stay on as CEO and get paid while he slashes… https://t.co/ePMtmoKYPF"
"61","Google announces AI features in Gmail, Docs, and more to rival Microsoft https://t.co/JGoQ4Kbcih via @Verge"
"62","@MarcHurBoston I love that trail. It's an easy walk, it's not overly long and the wooden bridge area with the heron… https://t.co/BNZaMsjsrx"
"63","Can we all just agree that crypto is dead?
How many more times does Bitcoin have to tank for people to get it?"
"64","@biglytalk @CNN 🤣"
"65","@MarcHurBoston Is that the one behind Bass Pro Shop at Patriot Place?"
"66","@stevenKUKULSKI :/"
"67","@sonofgorkhali @PPCKirk 💯 this, it's just a couple of responses away"
"68","@MarcHurBoston https://t.co/3nNKoJdgji"
"69","The American education system in a nutshell."
"70","Earlier this week, I met up with a friend I hadn't seen in nearly 30 years in downtown Boston for dinner and drinks… https://t.co/izdyENgx5Z"
"71","Just passed this nut job on the highway.... yikes. https://t.co/fAdtMATmjJ"
"72","@NeptuneMoon ♥️♥️♥️"
"73","Bing reported a ~ 33% daily user growth in the past few months thanks to their AI integration 
Now imagine how big… https://t.co/zzNinPAGr6"
"74","@beyondthepaid This ain't cutting it https://t.co/UISAd7GjfI"
"75","@beyondthepaid https://t.co/0SP99gqfGY"
"76","How tf is it only Wednesday morning?
😒"
"77","@mikeryanretail @timothyjjensen Yeah but the big bucks will only trickle in by appealing to a mass audience and mak… https://t.co/EavRaY5euX"
"78","@mikeryanretail Exactly why I didn't bother using it. 
They should make it as easy and accessible, right out of th… https://t.co/8FFaQIp0vd"
"79","@mikeryanretail I got in nearly 10 days ago but haven't used it because they're forcing a Bing app or Edge to use i… https://t.co/Ao8FahHf3N"
"80","When on the RI border.... *burp* https://t.co/2t04Nb5dcz"
"81","@julienbs15 Offsides"
"82","Watch out @wilcoxaj, they're coming for your share of LinkedIn advertising 🤣"
"83","@JetBlk https://t.co/w00E7iIbCt"
"84","@julienbs15 😂"
"85","How about NO https://t.co/yaf7TMMZiy"
"86","@karissabe 1PW is king"
"87","@SEOAware @jesseseogeek @Pubcon Oooh Steven Wilson on a slide?!?! Yes please."
"88","@TeamYouTube Both YouTubeTV and YouTube aren't working on my Apple TV unit. Every other streaming app works fine. I… https://t.co/gBuamGHFSc"
"89","@gregfinn @GoogleAds @adsliaison 👀"
"90","The coolest part of my job?
The mandatory and highly unnecessary practice of having to change my password every 90… https://t.co/0r6U2tY3YP"
"91","Microsoft: Bing saw the largest relevancy jump in search in two decades https://t.co/uQqS81iBMD via @sengineland"
"92","👀 https://t.co/kElgKn2JDe"
"93","Amen https://t.co/GOV0REV3TR"
"94","cc: @adsliaison"
"95","Hey #ppcchat, qq for y'all
Does anyone know how frequently the data is updated, within Google Ads, for locations o… https://t.co/Q1tXlIrf23"
"96","@elonmusk Who else are you going to fire because you don't seem to be getting as much attention as you so very much desire?"
"97","How AI is making Microsoft cool https://t.co/zS7v268S1y"
"98","@JeremyChuggs @MitchellRenz365 @nic_rohloff @PatSiepmanNFL Guilty not just of using the N word, but also having an… https://t.co/kApEWQTWpH"
"99","Really wish @MicrosoftAds channeled that ChatGPT energy and revamped their outdated UI and broug the platform up to… https://t.co/SyzBnloQK6"
"100","The pace at which AI is being rolled into search, and the potential consequences of new territory we're all about t… https://t.co/PoAxSOjbN0"
"101","@mikeryanretail https://t.co/n64wCSlKYs"
"102","🤣 https://t.co/6mOK6kh4H8"
"103","The new @bing experience powered by ChatGPT is now live at https://t.co/GA38ESIoNr 
...however there is a waistlist
"104","Microsoft announces ChatGPT integration into Bing and the Edge browser to enhance user experience and productivity.… https://t.co/kQfKqbgJSg"
"105","@PPCKirk Also me about BARD https://t.co/NrYfivycQB"
"106","@PPCKirk https://t.co/B9AmG9Pck6"
"107","@Liz_Wheeler https://t.co/FbGSgQ768N"
"108","@julienbs15 Turkey did"
"109","@PeteNBCBoston I embrace and love the metric system. Thanks for answering 🙏"
"110","@PeteNBCBoston What is DM? I want to look it up, very curious
Thanks Pete!"
"111","This is going to be HUGE! Don't miss out people, it's free! https://t.co/WcZnqXs7Mp"
"112","@caitlynlandry 😮
Well maybe one day we'll hang out again hahaha"
"113","OpenAI launches ChatGPT Plus, starting at $20 per month https://t.co/VbPNCdpg3b via @techcrunch 
"114","@caitlynlandry Ha I'm half a mile from Spa but we like Buddy's and Lynnwood way more"
"115","@caitlynlandry What’s your fav spot?"
"116","Noooooooo https://t.co/MKzXF6q3lQ"
"117","It's unbelievable how many sycophants get a leg-up in corporate America. 
*sigh*"
"118","@elonmusk @SpeakerMcCarthy @RepJeffries Yet you allow the Reps to tweet completely false, factually incorrect infor… https://t.co/xWmyvTTlaz"
"119","@dohertyjf Elon's trying to pad the Twitter stats 🤣"
"120","@beyondthepaid At least you have a cool username now 😎"
"121","@beyondthepaid Can't believe you haven't been able to recover the old one :("
"122","Live right now with @siliconvallaeys 🚨
I'm attending ChatGPT for PPC: Use cases and impact of such powerful AI too… https://t.co/pXtCqMnkY3"
"123","@HarrisonJHepp Attaboy!"
"124","@HarrisonJHepp Hang in there, tomorrow is another day"
"125","@NotSpamIpromise Let me know if you see a workaround. I didn't
It sucks"
"126","@NotSpamIpromise I SAID
Dear God the new Google Sheets data validation menu redesign is beyond mediocre. Why, just… https://t.co/IOdXBrRpz3"
"127","@JuliaVyse 100% applies to the SDFs in Google DV360 that *still* don't support radius targeting in batch uploads fo… https://t.co/nfjyqJZ6bL"
"128","@NeptuneMoon Haven't found a way. The new U/I forced this weird right-side thing where you can only edit one item a… https://t.co/QP3KYKOr0E"
"129","Dear God the new Google Sheets data validation menu redesign is beyond mediocre. Why, just why would they deprecate… https://t.co/r45qFwfjPq"
"130","Shoutout to @Ticketmaster for turning my $185 @Metallica digital ticket into $235 after ""fees""
And by fees that ju… https://t.co/R7UZgeh9mY"
"131","The new (and very much needed) U/I update to @Wikipedia is awesome"
"132","@DavidKyle @ThatSearchGuyNL 🤔"
"133","@Abhishe27960014 @Microsoft That makes this even more sad :("
"134","@runnerkik I'm in and using it if you need anything just DM me and I can handle it for ya"
"135","Thoughts with friends and collaborators at @Microsoft today as they plan to layoff 10,000 peeps. 
Hang in there 🙏"
"136","Mind.blown. 
The future looks bright and wild! @ThatSearchGuyNL any chance you can validate this would work? :-)… https://t.co/dHjyBGtiOc"
"137","🔥Join Us Live For The Third Annual Paid Search Association Conference 🔥
Join us February 22 for the 2023. Topics w… https://t.co/2afacBNZpa"
"138","@NeptuneMoon Sheeeeeesh"
"139","I refuse to think that there’s people out there who willingly drink, or enjoy drinking @dasaniwater
How did Coca~C… https://t.co/YCgLgelAdU"
"140","@leahculver Surprised he hasn't taken away the ice cream yet"
"141","Jasmine green tea intake ✅
I'm up to 4-5 cups a day and it's been great. Also cannot say enough good things about… https://t.co/zWBP2mAIOr"
"142","@soanders @BorisBeceric 👀"
"143","@Ambiera Are there no more updates to Cargo Company coming? Nothing since August :("
"144","@BorisBeceric https://t.co/GkZXj1iwYv"
"145","Microsoft is looking at OpenAI’s GPT for Word, Outlook, and PowerPoint https://t.co/Q2rdazpAXN via @Verge"
"146","@siliconvallaeys @draegersmarket 😂"
"147","@FoxReports Vile."
"148","@Philip_Germain @vanquish0916"
"149","@GrpTwentySeven @MarketingOClock Going to listen to it tomorrow morning, can't wait!"
"150","This meme has never been truer than this week with that good ol' auto-apply debacle
"151","@andyharnik @AP Why did they stop him? Let him get a few in 😭"
"152","@vanquish0916 @AOC Fuck he might actually pull it off"
"153","@caitlynlandry Dangit."
"154","Sleep can wait.
For now I'm channeling my inner @AOC and watching the shitshow unfold"
"155","@dr_pete 💯"
"156","@jomobono I can't stop looking at the trainwreck"
"157","@dr_pete To be fair, who wouldn't want to? I'd happily donate a large sum of money to a charity for a free shot at that prick"
"158","@MarcHurBoston Boonnoon again?! Jesus, do you have season tickets?"
"159","@siliconvallaeys @draegersmarket A waiver?!?! Jesus how big is the fève in there 🤪"
